Date,Open,High,Low,Close
2008-06-03,119.04,120.47,113.78,113.98
2008-06-04,112.36,113.2,109.92,110.69
2008-06-05,109.94,110.86,108.9,110.58
2008-06-06,109.67,109.86,103.41,104.0
2008-06-09,103.6,106.0,103.494,104.91
2008-06-10,103.96,104.4,100.53,100.7
2008-06-11,101.56,102.0,97.89,98.34
2008-06-12,98.66,105.47,98.66,104.09
2008-06-13,104.62,107.215,102.85,103.67
2008-06-16,102.77,104.8,101.68,103.26
2008-06-17,103.58,103.59,101.97,102.83
2008-06-18,101.63,107.43,101.16,106.61
2008-06-19,107.0,110.0,106.43,109.57
2008-06-20,109.24,110.72,107.96,110.55
2008-06-23,110.5,110.973,108.68,109.93
2008-06-24,109.0,110.98,107.5,109.04
2008-06-25,105.0,105.0,101.96,103.72
2008-06-26,102.01,103.91,99.95,100.42
2008-06-27,100.33,100.8,96.59,99.05
2008-06-30,99.01,99.46,96.3,96.37
2008-07-01,95.75,98.78,94.72,98.53
2008-07-02,98.05,99.8,93.56,93.78
2008-07-03,93.86,95.21,91.92,94.3
2008-07-07,94.55,98.94,93.18,95.22
2008-07-08,96.21,98.91,95.13,98.74
2008-07-09,100.02,100.02,96.91,97.26
2008-07-10,95.98,98.9,93.54,98.58
2008-07-11,97.24,97.24,92.25,94.26
2008-07-14,95.21,96.86,93.1,94.11
2008-07-15,93.12,93.25,89.0,91.12
2008-07-16,91.41,97.13,90.73,97.13
2008-07-17,96.31,101.72,95.99,101.34
2008-07-18,101.61,103.19,100.0,100.61
2008-07-21,102.04,103.78,101.07,103.53
2008-07-22,101.08,104.0,96.06,102.58
2008-07-23,102.91,103.42,97.64,98.92
2008-07-24,98.65,100.15,91.06,91.58
2008-07-25,92.13,96.65,92.13,96.19
2008-07-28,96.8,97.19,92.28,92.28
2008-07-29,92.8,96.81,92.8,95.89
2008-07-30,96.42,98.81,94.45,96.47
2008-07-31,95.62,97.2,93.29,93.43
2008-08-01,93.48,93.75,91.85,92.76
2008-08-04,92.55,93.16,91.15,91.71
2008-08-05,91.92,97.62,91.28,97.62
2008-08-06,96.43,98.02,95.38,97.37
2008-08-07,96.49,96.93,93.66,94.48
2008-08-08,94.23,100.25,94.04,99.31
2008-08-11,99.25,99.27,97.01,98.17
2008-08-12,97.6,98.22,95.98,96.8
2008-08-13,96.63,96.63,94.38,96.17
2008-08-14,94.58,99.35,94.21,98.87
2008-08-15,97.0,100.1,97.0,99.71
2008-08-18,100.37,102.06,99.21,100.39
2008-08-19,99.82,100.93,98.59,99.01
2008-08-20,100.23,100.23,97.392,98.38
2008-08-21,97.77,98.49,96.645,98.05
2008-08-22,98.31,100.58,97.95,99.67
2008-08-25,99.64,99.64,96.0,97.71
2008-08-26,96.94,98.55,96.49,98.34
2008-08-27,98.02,99.77,97.74,99.74
2008-08-28,100.98,104.53,100.51,104.23
2008-08-29,103.47,104.33,102.8,103.26
2008-09-02,103.82,108.21,101.83,103.06
2008-09-03,102.45,103.84,100.0,101.36
2008-09-04,101.34,101.99,96.52,97.89
2008-09-05,96.87,98.83,96.31,98.14
2008-09-08,101.2,101.54,96.41,99.03
2008-09-09,98.69,101.01,97.08,97.29
2008-09-10,98.06,99.73,96.6,98.76
2008-09-11,97.66,100.92,96.25,99.99
2008-09-12,98.84,103.25,98.84,103.05
2008-09-15,99.84,101.1,98.36,98.46
2008-09-16,96.99,100.0,94.6,98.53
2008-09-17,96.22,97.0,87.67,88.63
2008-09-18,89.84,92.07,77.17,88.15
2008-09-19,92.01,94.86,81.46,88.4
2008-09-22,87.74,87.74,83.97,83.97
2008-09-23,84.09,85.67,81.51,82.05
2008-09-24,82.58,84.983,81.2,84.09
2008-09-25,84.0,85.05,82.05,82.64
2008-09-26,81.0,81.64,79.56,81.38
2008-09-29,79.74,80.47,76.3,77.74
2008-09-30,79.92,80.33,76.41,78.78
2008-10-01,77.67,78.15,73.87,76.54
2008-10-02,75.7,76.35,69.53,70.01
2008-10-03,71.78,73.5,70.15,70.61
2008-10-06,69.04,69.04,63.325,66.19
2008-10-07,66.97,69.5,63.52,63.74
2008-10-08,61.0,65.49,60.77,62.91
2008-10-09,63.06,65.334,57.9,58.45
2008-10-10,56.7,61.29,53.2,54.15
2008-10-13,56.69,64.16,56.03,64.16
2008-10-14,68.01,69.0,61.0,62.94
2008-10-15,62.77,63.06,56.27,56.64
2008-10-16,57.01,61.24,54.18,60.66
2008-10-17,59.09,60.91,57.0,58.02
2008-10-20,58.14,63.23,58.03,62.5
2008-10-21,60.87,62.17,58.57,58.67
2008-10-22,56.99,56.99,53.04,55.27
2008-10-23,55.59,56.18,50.67,55.0
2008-10-24,50.25,55.065,48.0,52.29
2008-10-27,51.19,52.09,47.23,47.23
2008-10-28,50.87,53.9,48.034,53.86
2008-10-29,53.8,64.35,53.6,61.35
2008-10-30,63.68,66.33,60.92,65.36
2008-10-31,64.97,66.57,63.09,64.81
2008-11-03,64.96,67.196,64.52,65.0
2008-11-04,67.15,71.29,66.46,68.54
2008-11-05,65.0,65.56,60.54,60.73
2008-11-06,59.23,61.5,54.051,55.12
2008-11-07,55.53,57.52,54.05,56.09
2008-11-10,57.54,60.14,53.97,55.31
2008-11-11,54.31,55.23,52.31,53.33
2008-11-12,52.12,53.18,50.5,52.0
2008-11-13,52.82,57.87,50.0,57.77
2008-11-14,56.31,58.38,54.58,55.04
2008-11-17,54.21,55.664,52.71,53.47
2008-11-18,53.43,54.3,51.31,53.37
2008-11-19,53.4,54.41,52.0,52.34
2008-11-20,51.64,54.35,50.0,50.49
2008-11-21,51.67,51.93,47.08,51.63
2008-11-24,52.66,56.63,52.42,55.5
2008-11-25,56.63,57.94,53.96,56.51
2008-11-26,55.28,59.8,54.97,59.66
2008-11-28,59.34,62.93,58.54,62.7
2008-12-01,60.76,61.36,56.19,56.38
2008-12-02,57.8,58.3,55.55,58.12
2008-12-03,56.82,57.5,53.0,55.61
2008-12-04,54.71,56.84,49.49,50.77
2008-12-05,49.84,52.32,49.12,51.13
2008-12-08,52.58,57.04,52.1,55.6
2008-12-09,55.04,56.54,53.62,54.62
2008-12-10,56.55,57.61,55.17,56.93
2008-12-11,56.51,57.16,54.43,54.83
2008-12-12,53.48,56.726,53.01,56.26
2008-12-15,56.84,57.52,53.88,54.59
2008-12-16,55.14,57.43,54.16,57.33
2008-12-17,55.72,58.8,55.67,58.31
2008-12-18,58.82,60.93,57.95,59.34
2008-12-19,60.25,61.28,59.22,59.93
2008-12-22,60.67,60.67,55.41,56.33
2008-12-23,57.06,57.57,55.15,55.76
2008-12-24,55.56,56.77,54.24,56.51
2008-12-26,56.8,57.07,55.98,56.84
2008-12-29,56.645,56.84,54.49,55.65
2008-12-30,56.0,58.14,55.72,58.14
2008-12-31,58.21,60.27,57.3,59.48
2009-01-02,60.3,63.7,58.58,63.4
2009-01-05,63.06,65.99,62.83,65.64
2009-01-06,65.9,69.67,65.89,67.51
2009-01-07,66.85,66.85,63.31,63.93
2009-01-08,63.45,64.37,62.7,64.29
2009-01-09,65.19,65.52,62.3,63.82
2009-01-12,61.84,61.84,59.38,60.49
2009-01-13,57.39,59.14,55.07,56.0
2009-01-14,55.04,55.52,52.77,53.36
2009-01-15,52.46,55.14,51.8,54.68
2009-01-16,55.78,56.3,53.18,55.34
2009-01-20,57.43,60.0,53.08,58.33
2009-01-21,58.97,62.08,58.38,61.96
2009-01-22,60.48,62.38,58.35,60.32
2009-01-23,59.82,63.25,58.45,62.54
2009-01-26,62.55,65.43,61.95,63.72
2009-01-27,64.39,65.69,62.72,63.43
2009-01-28,64.98,66.43,63.92,66.07
2009-01-29,65.4,65.6,64.0,64.81
2009-01-30,65.2,65.77,64.07,64.95
2009-02-02,64.11,64.44,61.89,62.92
2009-02-03,63.3,65.5,62.51,65.17
2009-02-04,65.54,66.56,64.69,65.34
2009-02-05,64.86,66.485,63.47,66.03
2009-02-06,66.21,67.47,66.04,66.64
2009-02-09,66.71,68.64,66.18,68.18
2009-02-10,67.32,69.15,65.0,65.57
2009-02-11,65.9,66.47,64.288,64.95
2009-02-12,63.78,66.25,63.36,66.06
2009-02-13,65.93,67.91,65.74,67.22
2009-02-17,65.76,65.78,62.52,63.77
2009-02-18,64.19,64.31,62.45,63.22
2009-02-19,63.79,64.69,63.22,63.52
2009-02-20,61.88,62.97,58.9,60.25
2009-02-23,60.91,60.92,56.77,56.85
2009-02-24,56.87,59.38,56.87,59.05
2009-02-25,59.26,59.26,56.57,57.4
2009-02-26,58.04,58.5,56.3,56.47
2009-02-27,55.25,56.8,53.96,55.43
2009-03-02,54.13,54.67,50.69,51.01
2009-03-03,51.19,52.1,49.82,50.38
2009-03-04,51.22,52.39,50.85,51.13
2009-03-05,50.59,50.59,48.32,49.9
2009-03-06,50.39,51.48,47.71,49.05
2009-03-09,48.37,50.61,48.17,48.61
2009-03-10,49.6,51.79,49.01,51.62
2009-03-11,51.82,53.74,51.76,53.26
2009-03-12,53.24,53.7,51.63,53.46
2009-03-13,54.29,54.34,53.1,53.9
2009-03-16,54.34,56.93,54.3,56.13
2009-03-17,56.29,57.17,54.37,57.17
2009-03-18,56.88,60.27,55.97,59.93
2009-03-19,60.38,61.0,58.47,58.87
2009-03-20,58.97,59.659,56.82,57.42
2009-03-23,58.96,63.25,58.26,63.18
2009-03-24,62.55,62.74,61.03,61.24
2009-03-25,61.01,62.83,59.79,61.41
2009-03-26,62.47,64.11,61.635,64.05
2009-03-27,63.15,63.89,62.42,63.12
2009-03-30,61.76,61.76,58.45,59.62
2009-03-31,60.13,61.31,59.39,59.9
2009-04-01,57.82,60.62,57.09,60.27
2009-04-02,60.97,63.44,60.97,62.24
2009-04-03,62.51,63.57,61.69,63.37
2009-04-06,62.77,63.3,60.47,62.69
2009-04-07,61.52,61.61,59.8,60.36
2009-04-08,59.96,60.3,58.37,59.82
2009-04-09,60.81,63.75,60.39,63.13
2009-04-13,62.39,62.39,57.95,61.08
2009-04-14,60.5,61.11,59.568,60.37
2009-04-15,60.04,61.48,59.01,61.35
2009-04-16,61.73,63.96,61.04,63.46
2009-04-17,63.81,64.29,62.86,63.85
2009-04-20,62.54,63.75,61.34,61.92
2009-04-21,61.42,63.56,61.16,63.49
2009-04-22,63.28,68.25,63.28,67.16
2009-04-23,67.11,70.15,66.66,69.72
2009-04-24,69.43,73.99,69.38,73.1
2009-04-27,71.97,73.28,70.22,71.48
2009-04-28,70.24,72.31,69.38,71.07
2009-04-29,71.98,74.63,71.05,73.65
2009-04-30,74.61,78.47,73.55,74.86
2009-05-01,74.84,77.32,74.5,76.54
2009-05-04,76.05,77.5,75.68,77.39
2009-05-05,76.8,77.0,73.5,75.74
2009-05-06,75.92,79.71,75.36,79.38
2009-05-07,79.53,81.22,78.28,78.99
2009-05-08,80.44,84.0,79.1,83.72
2009-05-11,82.47,83.31,80.4,80.5
2009-05-12,81.44,81.44,76.87,78.76
2009-05-13,77.245,77.62,75.54,77.19
2009-05-14,77.2,78.78,76.97,77.64
2009-05-15,77.6,78.7,76.61,77.31
2009-05-18,78.13,81.14,78.13,81.14
2009-05-19,80.53,82.72,79.87,81.93
2009-05-20,82.86,84.22,81.37,81.66
2009-05-21,80.69,80.82,79.01,80.45
2009-05-22,80.35,80.49,78.71,78.94
2009-05-26,78.4,82.44,78.24,81.6
2009-05-27,81.75,82.99,80.85,81.43
2009-05-28,81.36,84.28,80.84,84.03
2009-05-29,84.29,84.5,81.2,82.57
2009-06-01,82.97,87.99,82.97,86.71
2009-06-02,86.6,87.5,85.73,86.03
2009-06-03,85.02,86.12,82.58,83.42
2009-06-04,84.32,85.67,83.37,85.3
2009-06-05,86.23,89.39,86.23,87.68
2009-06-08,87.6,87.84,85.71,86.88
2009-06-09,87.265,88.52,86.35,86.51
2009-06-10,87.04,88.06,84.82,85.85
2009-06-11,85.27,86.578,83.66,83.8
2009-06-12,83.27,84.8,82.04,84.73
2009-06-15,83.99,83.99,81.09,81.5
2009-06-16,82.01,82.415,79.81,79.95
2009-06-17,78.86,81.73,78.28,80.76
2009-06-18,81.01,82.54,80.51,82.4
2009-06-19,82.42,82.9,79.45,79.87
2009-06-22,78.79,79.21,76.87,77.25
2009-06-23,74.75,76.08,73.09,75.51
2009-06-24,76.18,77.25,72.5,73.15
2009-06-25,72.94,74.45,72.54,74.05
2009-06-26,73.23,74.32,72.93,73.17
2009-06-29,73.67,74.58,73.25,73.64
2009-06-30,73.42,74.09,72.13,73.03
2009-07-01,73.34,74.11,71.74,72.03
2009-07-02,71.47,71.47,68.89,69.85
2009-07-06,68.91,69.29,67.44,69.29
2009-07-07,68.97,69.69,68.15,69.49
2009-07-08,69.95,70.98,68.64,69.98
2009-07-09,70.36,71.35,69.96,70.75
2009-07-10,70.0,71.47,70.0,70.81
2009-07-13,71.08,73.14,70.09,73.0
2009-07-14,72.99,73.91,72.61,73.83
2009-07-15,75.38,76.13,74.68,75.66
2009-07-16,75.5,76.32,74.45,75.89
2009-07-17,75.57,75.57,73.17,73.45
2009-07-20,74.02,77.48,74.02,76.48
2009-07-21,75.99,78.74,74.4,77.37
2009-07-22,76.4,78.7,76.4,77.31
2009-07-23,77.36,80.06,76.35,79.78
2009-07-24,79.44,80.36,77.69,78.37
2009-07-27,78.11,79.17,77.62,78.42
2009-07-28,77.03,79.4,77.01,78.68
2009-07-29,77.94,78.36,77.05,77.6
2009-07-30,79.24,80.14,78.15,78.92
2009-07-31,78.31,80.86,78.31,79.81
2009-08-03,80.31,82.36,79.265,81.98
2009-08-04,81.31,82.6,80.72,82.31
2009-08-05,82.77,82.77,79.84,80.74
2009-08-06,81.05,82.52,80.76,81.81
2009-08-07,82.76,84.32,81.52,83.83
2009-08-10,83.48,83.66,82.48,83.19
2009-08-11,83.08,83.47,81.95,82.94
2009-08-12,82.63,84.52,81.97,84.07
2009-08-13,84.53,86.06,83.05,85.91
2009-08-14,85.76,85.9,83.74,85.1
2009-08-17,84.61,84.61,82.13,83.51
2009-08-18,83.95,84.37,82.94,83.51
2009-08-19,82.55,83.6,82.29,83.34
2009-08-20,83.66,85.1,83.66,84.81
2009-08-21,85.8,86.95,85.05,86.67
2009-08-24,87.17,88.79,86.71,87.88
2009-08-25,88.66,89.69,87.73,87.9
2009-08-26,87.9,88.03,86.14,86.77
2009-08-27,91.5,95.83,91.01,94.97
2009-08-28,95.51,95.8,91.89,93.08
2009-08-31,92.51,92.51,90.26,91.28
2009-09-01,90.89,93.09,89.92,90.26
2009-09-02,90.45,90.47,88.6,90.0
2009-09-03,90.57,91.28,89.72,91.23
2009-09-04,91.24,92.73,90.32,92.49
2009-09-08,93.13,94.61,91.82,94.56
2009-09-09,94.22,95.95,93.34,95.65
2009-09-10,95.6,98.1,94.61,98.09
2009-09-11,98.19,98.19,97.04,97.85
2009-09-14,97.1,97.16,95.46,95.96
2009-09-15,95.96,96.92,95.55,96.25
2009-09-16,97.08,98.78,95.95,98.46
2009-09-17,98.45,100.01,98.45,99.65
2009-09-18,99.99,103.22,98.65,102.66
2009-09-21,101.41,102.91,101.02,101.98
2009-09-22,102.97,103.36,101.45,103.06
2009-09-23,103.09,103.58,101.33,101.63
2009-09-24,101.6,102.43,98.62,100.17
2009-09-25,99.34,100.9,98.86,100.28
2009-09-28,100.43,102.37,100.4,101.72
2009-09-29,102.79,103.49,101.77,102.87
2009-09-30,103.05,103.16,99.73,101.87
2009-10-01,101.02,101.23,98.558,99.5
2009-10-02,98.28,99.68,97.66,99.01
2009-10-05,99.32,100.52,98.91,99.65
2009-10-06,101.13,102.49,100.4,101.03
2009-10-07,100.86,101.2,99.94,100.63
2009-10-08,101.74,102.85,101.02,102.14
2009-10-09,102.14,103.67,101.91,103.32
2009-10-12,103.36,104.14,101.14,101.9
2009-10-13,101.62,102.18,100.33,100.89
2009-10-14,101.86,103.296,101.86,102.99
2009-10-15,102.99,103.4,101.66,102.58
2009-10-16,101.73,103.38,100.91,102.51
2009-10-19,102.86,105.07,102.69,104.72
2009-10-20,100.0,101.0,98.98,99.11
2009-10-21,98.63,102.39,98.63,100.42
2009-10-22,100.5,103.64,99.48,103.35
2009-10-23,103.39,104.07,101.83,102.77
2009-10-26,102.51,104.18,98.88,100.0
2009-10-27,99.92,100.84,98.94,99.63
2009-10-28,98.96,99.05,95.58,95.91
2009-10-29,97.47,98.43,95.58,98.09
2009-10-30,97.48,98.1,94.29,95.53
2009-11-02,95.54,96.63,94.03,95.63
2009-11-03,94.535,96.52,93.001,96.05
2009-11-04,96.72,98.09,95.84,96.12
2009-11-05,96.31,99.43,96.31,99.43
2009-11-06,99.31,99.99,98.33,99.52
2009-11-09,99.52,101.79,99.17,101.7
2009-11-10,101.12,102.037,99.92,100.26
2009-11-11,101.0,102.0,99.98,101.41
2009-11-12,101.43,102.54,100.44,100.87
2009-11-13,101.25,103.07,100.686,102.91
2009-11-16,103.13,106.43,102.91,106.34
2009-11-17,106.15,107.09,105.26,107.01
2009-11-18,107.03,107.14,103.99,105.25
2009-11-19,104.65,104.66,102.17,103.91
2009-11-20,103.24,104.64,102.4,103.2
2009-11-23,104.73,106.38,104.67,105.43
2009-11-24,104.97,105.43,104.16,105.13
2009-11-25,105.16,107.27,105.16,107.2
2009-11-27,105.02,106.15,103.67,105.27
2009-11-30,105.35,105.35,103.38,103.68
2009-12-01,104.7,107.38,103.68,107.07
2009-12-02,107.3,107.87,106.15,107.75
2009-12-03,107.88,109.03,107.42,107.89
2009-12-04,109.77,111.39,108.1,110.9
2009-12-07,110.26,111.74,109.0,111.3
2009-12-08,110.98,110.98,109.0,109.67
2009-12-09,109.88,109.98,107.41,109.69
2009-12-10,110.19,111.42,109.0,109.7
2009-12-11,110.0,112.74,110.0,111.97
2009-12-14,112.92,113.65,112.43,113.55
2009-12-15,113.67,113.67,111.465,112.44
2009-12-16,112.11,113.13,110.86,111.15
2009-12-17,110.2,111.9,109.85,110.72
2009-12-18,111.52,112.38,110.6,112.38
2009-12-21,113.0,113.91,112.5,113.82
2009-12-22,114.1,115.6,113.61,114.83
2009-12-23,114.72,115.19,112.95,113.17
2009-12-24,113.65,114.92,113.65,113.99
2009-12-28,114.15,114.61,112.55,112.97
2009-12-29,113.26,113.61,112.13,112.57
2009-12-30,112.0,112.93,111.371,111.75
2009-12-31,111.75,112.13,110.35,110.35
2010-01-04,111.77,112.7,110.64,112.54
2010-01-05,112.11,114.67,111.75,114.44
2010-01-06,113.47,115.0,112.31,114.9
2010-01-07,114.67,115.76,114.27,115.7
2010-01-08,114.9,117.5,114.41,117.26
2010-01-11,118.62,118.62,114.76,116.28
2010-01-12,114.53,114.53,112.92,114.49
2010-01-13,114.35,115.1,112.96,114.81
2010-01-14,114.11,115.68,113.9,115.34
2010-01-15,115.37,116.53,113.36,113.75
2010-01-19,113.7,115.17,113.224,114.11
2010-01-20,113.27,113.61,110.747,113.3
2010-01-21,110.0,111.13,106.65,107.35
2010-01-22,107.06,108.11,104.01,104.29
2010-01-25,105.38,105.38,101.86,103.01
2010-01-26,102.73,106.51,102.18,105.1
2010-01-27,105.13,107.57,103.69,107.14
2010-01-28,106.99,107.39,104.46,105.66
2010-01-29,106.03,107.33,104.91,105.25
2010-02-01,105.7,107.57,104.77,107.5
2010-02-02,107.83,111.3,107.19,111.19
2010-02-03,110.81,111.73,109.61,109.78
2010-02-04,108.89,108.89,105.65,106.4
2010-02-05,106.58,107.71,104.34,107.3
2010-02-08,107.48,107.48,105.18,105.95
2010-02-09,106.93,108.73,105.465,108.01
2010-02-10,107.55,108.26,105.86,106.92
2010-02-11,106.9,109.93,105.68,109.76
2010-02-12,108.39,109.67,107.2,109.05
2010-02-16,110.25,110.71,109.44,110.6
2010-02-17,111.05,111.57,110.24,111.5
2010-02-18,111.1,113.0,111.1,112.78
2010-02-19,112.61,115.5,112.32,114.37
2010-02-22,114.84,114.98,113.05,113.71
2010-02-23,113.6,114.23,110.68,111.18
2010-02-24,111.84,113.495,111.28,112.45
2010-02-25,110.96,112.43,109.21,112.33
2010-02-26,112.3,113.23,111.41,112.75
2010-03-01,113.97,116.95,112.41,116.15
2010-03-02,116.96,118.23,115.85,117.29
2010-03-03,117.79,118.07,116.24,116.54
2010-03-04,116.44,117.81,115.75,117.37
2010-03-05,118.2,120.59,117.75,120.31
2010-03-08,120.25,120.25,117.69,117.8
2010-03-09,117.85,120.98,117.77,120.33
2010-03-10,120.57,123.19,120.57,122.53
2010-03-11,122.32,122.52,120.53,122.19
2010-03-12,122.79,122.79,120.29,121.06
2010-03-15,121.08,121.58,119.7,120.42
2010-03-16,120.64,121.08,119.31,120.15
2010-03-17,120.45,120.84,119.32,119.65
2010-03-18,119.21,119.94,118.79,119.35
2010-03-19,122.29,123.675,121.24,121.79
2010-03-22,121.4,122.65,121.23,122.08
2010-03-23,122.4,123.32,121.57,122.64
2010-03-24,122.57,123.41,121.82,122.26
2010-03-25,123.0,124.52,122.42,122.49
2010-03-26,123.19,124.97,122.86,123.82
2010-03-29,126.36,127.74,125.78,127.09
2010-03-30,127.1,128.065,125.82,126.98
2010-03-31,126.86,127.71,126.03,126.71
2010-04-01,126.89,128.63,126.47,127.22
2010-04-05,127.4,128.42,126.62,127.26
2010-04-06,126.4,127.2,125.54,126.25
2010-04-07,126.26,126.26,124.21,125.04
2010-04-08,124.46,126.09,123.8,125.89
2010-04-09,125.96,127.21,125.56,126.08
2010-04-12,126.48,127.18,125.42,125.75
2010-04-13,125.36,125.36,123.25,124.17
2010-04-14,124.1,124.66,123.36,124.1
2010-04-15,123.63,126.42,123.22,125.83
2010-04-16,125.45,125.86,122.94,123.76
2010-04-19,123.08,123.71,121.35,122.92
2010-04-20,123.99,125.36,123.66,124.62
2010-04-21,124.47,130.26,124.47,129.81
2010-04-22,128.99,133.74,128.32,133.5
2010-04-23,133.01,134.78,132.0,134.49
2010-04-26,134.67,135.4,133.07,133.36
2010-04-27,133.03,133.45,129.5,130.07
2010-04-28,130.97,131.2,128.89,131.01
2010-04-29,131.5,134.57,131.41,133.83
2010-04-30,133.92,134.27,128.34,128.34
2010-05-03,129.21,130.49,128.34,130.18
2010-05-04,128.45,128.45,123.64,123.92
2010-05-05,123.07,123.33,121.46,122.58
2010-05-06,122.6,126.9,111.47,120.5
2010-05-07,120.77,120.77,113.7,117.0
2010-05-10,121.46,125.49,120.49,123.7
2010-05-11,122.64,125.29,121.9,124.02
2010-05-12,124.86,125.32,123.98,124.87
2010-05-13,124.62,126.03,123.914,124.39
2010-05-14,123.07,123.67,118.74,120.23
2010-05-17,120.06,121.2,117.01,120.82
2010-05-18,121.17,123.24,119.76,120.12
2010-05-19,119.28,119.68,115.09,117.57
2010-05-20,114.29,115.86,111.98,112.87
2010-05-21,110.48,118.42,110.48,118.2
2010-05-24,117.82,117.96,115.34,115.48
2010-05-25,112.63,115.47,111.86,115.38
2010-05-26,116.57,119.04,115.43,116.08
2010-05-27,118.81,121.0,118.17,120.87
2010-05-28,120.77,120.96,115.87,116.7
2010-06-01,115.67,117.66,113.74,113.93
2010-06-02,114.77,115.85,113.24,115.75
2010-06-03,116.41,117.38,115.41,117.02
2010-06-04,113.27,114.402,109.63,110.4
2010-06-07,110.56,110.6,105.53,105.64
2010-06-08,105.39,106.97,102.46,104.27
2010-06-09,105.11,107.25,104.34,104.93
2010-06-10,106.45,108.65,106.0,108.59
2010-06-11,107.73,109.18,106.88,108.93
2010-06-14,109.99,111.21,108.89,109.07
2010-06-15,110.83,113.4,110.05,113.39
2010-06-16,112.63,113.9,111.9,113.16
2010-06-17,113.0,113.55,111.33,113.12
2010-06-18,113.35,114.77,112.31,114.76
2010-06-21,116.44,117.36,114.96,115.74
2010-06-22,115.09,115.7,111.84,111.98
2010-06-23,112.34,113.86,110.13,112.89
2010-06-24,112.77,113.1,109.12,109.61
2010-06-25,109.62,109.74,107.29,108.56
2010-06-28,109.87,109.87,107.32,107.59
2010-06-29,104.86,106.42,102.19,102.75
2010-06-30,102.59,104.67,102.34,102.92
2010-07-01,102.6,103.46,100.99,102.25
2010-07-02,102.38,103.45,101.5,102.52
2010-07-06,103.39,105.42,101.554,102.54
2010-07-07,103.21,106.98,102.78,106.95
2010-07-08,108.63,111.32,107.61,109.35
2010-07-09,109.64,110.48,109.08,110.08
2010-07-12,109.2,110.15,107.73,108.0
2010-07-13,109.48,110.38,109.22,109.66
2010-07-14,109.05,110.72,108.68,110.19
2010-07-15,110.51,111.89,108.05,109.78
2010-07-16,111.12,111.57,106.85,107.19
2010-07-19,108.0,108.795,106.85,108.07
2010-07-20,106.3,109.98,105.61,109.73
2010-07-21,110.77,112.54,109.629,111.24
2010-07-22,110.0,116.76,109.52,116.0
2010-07-23,116.03,119.31,115.65,119.17
2010-07-26,119.01,122.55,119.01,122.53
2010-07-27,122.7,123.78,119.54,120.94
2010-07-28,120.86,123.52,120.34,122.39
2010-07-29,122.68,124.12,121.415,122.65
2010-07-30,122.13,122.74,120.74,122.19
2010-08-02,124.08,125.05,122.53,124.9
2010-08-03,124.17,124.92,123.11,124.16
2010-08-04,124.34,125.64,123.75,125.35
2010-08-05,125.02,125.62,123.78,125.52
2010-08-06,124.09,125.44,122.13,123.97
2010-08-09,124.95,124.95,123.2,124.09
2010-08-10,123.19,123.565,120.95,122.37
2010-08-11,120.24,120.6,116.57,117.43
2010-08-12,115.78,118.365,115.29,117.15
2010-08-13,116.63,118.492,116.46,117.88
2010-08-16,117.42,118.3,116.34,117.77
2010-08-17,119.16,122.24,118.61,121.32
2010-08-18,121.32,122.64,120.03,122.27
2010-08-19,121.94,121.94,118.44,120.01
2010-08-20,119.01,119.72,117.79,119.24
2010-08-23,120.05,120.23,116.88,116.92
2010-08-24,114.82,115.26,112.6,114.0
2010-08-25,113.21,114.06,111.16,113.53
2010-08-26,114.0,116.03,112.96,113.66
2010-08-27,113.71,116.48,112.363,116.18
2010-08-30,115.69,116.26,113.82,113.92
2010-08-31,113.65,114.57,112.28,113.18
2010-09-01,115.67,120.11,113.73,119.95
2010-09-02,119.89,121.92,119.705,121.61
2010-09-03,123.19,124.78,122.41,124.15
2010-09-07,123.0,123.33,121.73,121.84
2010-09-08,122.76,125.0,122.74,123.74
2010-09-09,125.16,126.38,121.9,122.64
2010-09-10,123.1,124.03,122.135,122.91
2010-09-13,124.58,125.84,124.31,124.62
2010-09-14,124.57,124.59,122.8,124.06
2010-09-15,123.63,124.53,122.64,123.19
2010-09-16,123.79,124.4,121.86,124.4
2010-09-17,126.0,128.34,125.19,126.68
2010-09-20,127.15,129.28,126.78,129.11
2010-09-21,129.17,130.93,128.58,130.19
2010-09-22,130.0,131.745,128.415,129.21
2010-09-23,127.67,128.489,126.04,126.74
2010-09-24,128.64,131.5,128.31,131.38
2010-09-27,131.31,131.5,128.66,129.33
2010-09-28,129.71,130.39,127.39,130.15
2010-09-29,129.25,130.14,128.3,129.67
2010-09-30,129.8,131.0,126.92,127.35
2010-10-01,128.69,129.96,128.12,128.78
2010-10-04,128.45,129.9,126.897,127.44
2010-10-05,129.2,131.6,128.5,131.31
2010-10-06,131.26,132.235,130.44,131.03
2010-10-07,131.97,132.79,129.71,130.88
2010-10-08,131.36,132.27,130.69,131.8
2010-10-11,131.8,132.29,130.73,131.06
2010-10-12,130.55,130.55,128.05,129.96
2010-10-13,130.93,132.9,130.06,131.86
2010-10-14,131.89,132.59,129.72,130.44
2010-10-15,132.31,133.96,130.51,132.74
2010-10-18,132.96,132.96,130.26,130.41
2010-10-19,128.995,129.43,127.21,128.21
2010-10-20,128.85,130.77,128.24,129.96
2010-10-21,132.01,138.9,132.01,135.31
2010-10-22,135.38,140.63,135.38,139.52
2010-10-25,140.16,141.21,137.86,138.12
2010-10-26,137.64,137.64,135.41,136.0
2010-10-27,134.38,137.39,133.55,137.0
2010-10-28,138.19,139.2,135.67,137.47
